trade_id_ref,match_status,price_diff_pct,quantity_diff_pct,side_match,injected_break_type,stage
kraken:105347991,matched,0.0000,0.0000,True,none,clearing
kraken:105347992,matched,0.0000,0.0000,True,none,clearing
kraken:105347993,matched,0.0000,0.0000,True,none,clearing
kraken:105347994,matched,0.0000,0.0000,True,none,clearing
kraken:105347995,matched,0.0000,0.0000,True,none,clearing
kraken:105347996,matched,0.0000,0.0000,True,none,clearing
kraken:105347997,matched,0.0000,0.0000,True,none,clearing
kraken:105347998,matched,0.0000,0.0000,True,none,clearing
kraken:105347999,matched,0.0000,0.0000,True,none,clearing
kraken:105348000,matched,0.0000,0.0000,True,none,clearing
kraken:105348001,matched,0.0000,0.0000,True,none,clearing
kraken:105348002,matched,0.0000,0.0000,True,none,clearing
kraken:105348003,matched,0.0000,0.0000,True,none,clearing
kraken:105348004,matched,0.0000,0.0000,True,none,clearing
kraken:105348005,matched,0.0000,0.0000,True,none,clearing
kraken:105348006,matched,0.0000,0.0000,True,none,clearing
kraken:105348007,matched,0.0000,0.0000,True,none,clearing
kraken:105348008,matched,0.0000,0.0000,True,none,clearing
kraken:105348009,matched,0.0000,0.0000,True,none,clearing
kraken:105348010,matched,0.0000,0.0000,True,none,clearing
kraken:105348011,matched,0.0000,0.0000,True,none,clearing
kraken:105348012,matched,0.0000,0.0000,True,none,clearing
kraken:105348013,matched,0.0000,0.0000,True,none,clearing
kraken:105348014,matched,0.0000,0.0000,True,none,clearing
kraken:105348015,matched,0.0000,0.0000,True,none,clearing
kraken:105348016,matched,0.0000,0.0000,True,none,clearing
kraken:105348017,matched,0.0000,0.0000,True,none,clearing
kraken:105348018,matched,0.0000,0.0000,True,none,clearing
kraken:105348019,matched,0.0000,0.0000,True,none,clearing
kraken:105348020,matched,0.0000,0.0000,True,none,clearing
kraken:105348021,matched,0.0000,0.0000,True,none,clearing
kraken:105348022,matched,0.0000,0.0000,True,none,clearing
kraken:105348023,matched,0.0000,0.0000,True,none,clearing
kraken:105348024,matched,0.0000,0.0000,True,none,clearing
kraken:105348025,matched,0.0000,0.0000,True,none,clearing
kraken:105348026,matched,0.0000,0.0000,True,none,clearing
kraken:105348027,matched,0.0000,0.0000,True,none,clearing
kraken:105348028,matched,0.0000,0.0000,True,none,clearing
kraken:105348029,matched,0.0000,0.0000,True,none,clearing
kraken:105348030,matched,0.0000,0.0000,True,none,clearing
kraken:105348031,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348032,matched,0.0000,0.0000,True,none,clearing
kraken:105348033,matched,0.0000,0.0000,True,none,clearing
kraken:105348034,matched,0.0000,0.0000,True,none,clearing
kraken:105348035,matched,0.0000,0.0000,True,none,clearing
kraken:105348036,matched,0.0000,0.0000,True,none,clearing
kraken:105348037,missing,,,,,clearing
kraken:105348038,matched,0.0000,0.0000,True,none,clearing
kraken:105348039,matched,0.0000,0.0000,True,none,clearing
kraken:105348040,matched,0.0000,0.0000,True,none,clearing
kraken:105348041,matched,0.0000,0.0000,True,none,clearing
kraken:105348042,matched,0.0000,0.0000,True,none,clearing
kraken:105348043,matched,0.0000,0.0000,True,none,clearing
kraken:105348044,matched,0.0000,0.0000,True,none,clearing
kraken:105348045,matched,0.0000,0.0000,True,none,clearing
kraken:105348046,matched,0.0000,0.0000,True,none,clearing
kraken:105348047,matched,0.0000,0.0000,True,none,clearing
kraken:105348048,matched,0.0000,0.0000,True,none,clearing
kraken:105348049,matched,0.0000,0.0000,True,none,clearing
kraken:105348050,matched,0.0000,0.0000,True,none,clearing
kraken:105348051,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348052,matched,0.0000,0.0000,True,none,clearing
kraken:105348053,matched,0.0000,0.0000,True,none,clearing
kraken:105348054,matched,0.0000,0.0000,True,none,clearing
kraken:105348055,matched,0.0000,0.0000,True,none,clearing
kraken:105348056,matched,0.0000,0.0000,True,none,clearing
kraken:105348057,matched,0.0000,0.0000,True,none,clearing
kraken:105348058,broken,0.0000,1.9086,True,quantity_mismatch,clearing
kraken:105348059,matched,0.0000,0.0000,True,none,clearing
kraken:105348060,matched,0.0000,0.0000,True,none,clearing
kraken:105348061,matched,0.0000,0.0000,True,none,clearing
kraken:105348062,matched,0.0000,0.0000,True,none,clearing
kraken:105348063,matched,0.0000,0.0000,True,none,clearing
kraken:105348064,matched,0.0000,0.0000,True,none,clearing
kraken:105348065,matched,0.0000,0.0000,True,none,clearing
kraken:105348066,matched,0.0000,0.0000,True,none,clearing
kraken:105348067,broken,0.0000,0.0000,False,side_mismatch,clearing
kraken:105348068,matched,0.0000,0.0000,True,none,clearing
kraken:105348069,broken,0.6927,0.0000,True,price_mismatch,clearing
kraken:105348070,matched,0.0000,0.0000,True,none,clearing
kraken:105348071,matched,0.0000,0.0000,True,none,clearing
kraken:105348072,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348073,matched,0.0000,0.0000,True,none,clearing
kraken:105348074,matched,0.0000,0.0000,True,none,clearing
kraken:105348075,matched,0.0000,0.0000,True,none,clearing
kraken:105348076,matched,0.0000,0.0000,True,none,clearing
kraken:105348077,matched,0.0000,0.0000,True,none,clearing
kraken:105348078,matched,0.0000,0.0000,True,none,clearing
kraken:105348079,matched,0.0000,0.0000,True,none,clearing
kraken:105348080,matched,0.0000,0.0000,True,none,clearing
kraken:105348081,matched,0.0000,0.0000,True,none,clearing
kraken:105348082,matched,0.0000,0.0000,True,none,clearing
kraken:105348083,matched,0.0000,0.0000,True,none,clearing
kraken:105348084,matched,0.0000,0.0000,True,none,clearing
kraken:105348085,matched,0.0000,0.0000,True,none,clearing
kraken:105348086,matched,0.0000,0.0000,True,none,clearing
kraken:105348087,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348088,matched,0.0000,0.0000,True,none,clearing
kraken:105348089,matched,0.0000,0.0000,True,none,clearing
kraken:105348090,matched,0.0000,0.0000,True,none,clearing
kraken:105348091,matched,0.0000,0.0000,True,none,clearing
kraken:105348092,matched,0.0000,0.0000,True,none,clearing
kraken:105348093,matched,0.0000,0.0000,True,none,clearing
kraken:105348094,missing,,,,,clearing
kraken:105348095,matched,0.0000,0.0000,True,none,clearing
kraken:105348096,matched,0.0000,0.0000,True,none,clearing
kraken:105348097,matched,0.0000,0.0000,True,none,clearing
kraken:105348098,matched,0.0000,0.0000,True,none,clearing
kraken:105348099,matched,0.0000,0.0000,True,none,clearing
kraken:105348100,matched,0.0000,0.0000,True,none,clearing
kraken:105348101,matched,0.0000,0.0000,True,none,clearing
kraken:105348102,matched,0.0000,0.0000,True,none,clearing
kraken:105348103,matched,0.0000,0.0000,True,none,clearing
kraken:105348104,matched,0.0000,0.0000,True,none,clearing
kraken:105348105,matched,0.0000,0.0000,True,none,clearing
kraken:105348106,matched,0.0000,0.0000,True,none,clearing
kraken:105348107,broken,0.0000,0.0000,False,side_mismatch,clearing
kraken:105348108,matched,0.0000,0.0000,True,none,clearing
kraken:105348109,matched,0.0000,0.0000,True,none,clearing
kraken:105348110,matched,0.0000,0.0000,True,none,clearing
kraken:105348111,matched,0.0000,0.0000,True,none,clearing
kraken:105348112,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348113,matched,0.0000,0.0000,True,none,clearing
kraken:105348114,matched,0.0000,0.0000,True,none,clearing
kraken:105348115,matched,0.0000,0.0000,True,none,clearing
kraken:105348116,matched,0.0000,0.0000,True,none,clearing
kraken:105348117,matched,0.0000,0.0000,True,none,clearing
kraken:105348118,matched,0.0000,0.0000,True,none,clearing
kraken:105348119,matched,0.0000,0.0000,True,none,clearing
kraken:105348120,matched,0.0000,0.0000,True,none,clearing
kraken:105348121,matched,0.0000,0.0000,True,none,clearing
kraken:105348122,matched,0.0000,0.0000,True,none,clearing
kraken:105348123,broken,0.0000,1.2959,True,quantity_mismatch,clearing
kraken:105348124,matched,0.0000,0.0000,True,none,clearing
kraken:105348125,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348126,matched,0.0000,0.0000,True,none,clearing
kraken:105348127,matched,0.0000,0.0000,True,none,clearing
kraken:105348128,matched,0.0000,0.0000,True,none,clearing
kraken:105348129,matched,0.0000,0.0000,True,none,clearing
kraken:105348130,matched,0.0000,0.0000,True,none,clearing
kraken:105348131,broken,0.0000,1.9242,True,quantity_mismatch,clearing
kraken:105348132,matched,0.0000,0.0000,True,none,clearing
kraken:105348133,matched,0.0000,0.0000,True,none,clearing
kraken:105348134,matched,0.0000,0.0000,True,none,clearing
kraken:105348135,missing,,,,,clearing
kraken:105348136,matched,0.0000,0.0000,True,none,clearing
kraken:105348137,matched,0.0000,0.0000,True,none,clearing
kraken:105348138,matched,0.0000,0.0000,True,none,clearing
kraken:105348139,matched,0.0000,0.0000,True,none,clearing
kraken:105348140,matched,0.0000,0.0000,True,none,clearing
kraken:105348141,matched,0.0000,0.0000,True,none,clearing
kraken:105348142,matched,0.0000,0.0000,True,none,clearing
kraken:105348143,matched,0.0000,0.0000,True,none,clearing
kraken:105348144,matched,0.0000,0.0000,True,none,clearing
kraken:105348145,broken,0.0000,0.4153,True,quantity_mismatch,clearing
kraken:105348146,matched,0.0000,0.0000,True,none,clearing
kraken:105348147,matched,0.0000,0.0000,True,none,clearing
kraken:105348148,matched,0.0000,0.0000,True,none,clearing
kraken:105348149,matched,0.0000,0.0000,True,none,clearing
kraken:105348150,matched,0.0000,0.0000,True,none,clearing
kraken:105348151,matched,0.0000,0.0000,True,none,clearing
kraken:105348152,matched,0.0000,0.0000,True,none,clearing
kraken:105348153,matched,0.0000,0.0000,True,none,clearing
kraken:105348154,matched,0.0000,0.0000,True,none,clearing
kraken:105348155,broken,1.5530,0.0000,True,price_mismatch,clearing
kraken:105348156,matched,0.0000,0.0000,True,none,clearing
kraken:105348157,matched,0.0000,0.0000,True,none,clearing
kraken:105348158,matched,0.0000,0.0000,True,none,clearing
kraken:105348159,matched,0.0000,0.0000,True,none,clearing
kraken:105348160,matched,0.0000,0.0000,True,none,clearing
kraken:105348161,matched,0.0000,0.0000,True,none,clearing
kraken:105348162,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348163,matched,0.0000,0.0000,True,none,clearing
kraken:105348164,matched,0.0000,0.0000,True,none,clearing
kraken:105348165,broken,0.2673,0.0000,True,price_mismatch,clearing
kraken:105348166,matched,0.0000,0.0000,True,none,clearing
kraken:105348167,matched,0.0000,0.0000,True,none,clearing
kraken:105348168,matched,0.0000,0.0000,True,none,clearing
kraken:105348169,matched,0.0000,0.0000,True,none,clearing
kraken:105348170,matched,0.0000,0.0000,True,none,clearing
kraken:105348171,matched,0.0000,0.0000,True,none,clearing
kraken:105348172,matched,0.0000,0.0000,True,none,clearing
kraken:105348173,matched,0.0000,0.0000,True,none,clearing
kraken:105348174,matched,0.0000,0.0000,True,none,clearing
kraken:105348175,matched,0.0000,0.0000,True,none,clearing
kraken:105348176,matched,0.0000,0.0000,True,none,clearing
kraken:105348177,matched,0.0000,0.0000,True,none,clearing
kraken:105348178,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348179,matched,0.0000,0.0000,True,none,clearing
kraken:105348180,matched,0.0000,0.0000,True,none,clearing
kraken:105348181,matched,0.0000,0.0000,True,none,clearing
kraken:105348182,matched,0.0000,0.0000,True,none,clearing
kraken:105348183,matched,0.0000,0.0000,True,none,clearing
kraken:105348184,matched,0.0000,0.0000,True,none,clearing
kraken:105348185,matched,0.0000,0.0000,True,none,clearing
kraken:105348186,matched,0.0000,0.0000,True,none,clearing
kraken:105348187,matched,0.0000,0.0000,True,none,clearing
kraken:105348188,matched,0.0000,0.0000,True,none,clearing
kraken:105348189,matched,0.0000,0.0000,True,none,clearing
kraken:105348190,matched,0.0000,0.0000,True,none,clearing
kraken:105348191,matched,0.0000,0.0000,True,none,clearing
kraken:105348192,matched,0.0000,0.0000,True,none,clearing
kraken:105348193,matched,0.0000,0.0000,True,none,clearing
kraken:105348194,matched,0.0000,0.0000,True,none,clearing
kraken:105348195,matched,0.0000,0.0000,True,none,clearing
kraken:105348196,matched,0.0000,0.0000,True,none,clearing
kraken:105348197,matched,0.0000,0.0000,True,none,clearing
kraken:105348198,matched,0.0000,0.0000,True,none,clearing
kraken:105348199,matched,0.0000,0.0000,True,none,clearing
kraken:105348200,matched,0.0000,0.0000,True,none,clearing
kraken:105348201,matched,0.0000,0.0000,True,none,clearing
kraken:105348202,matched,0.0000,0.0000,True,none,clearing
kraken:105348203,broken,1.0544,0.0000,True,price_mismatch,clearing
kraken:105348204,matched,0.0000,0.0000,True,none,clearing
kraken:105348205,matched,0.0000,0.0000,True,none,clearing
kraken:105348206,matched,0.0000,0.0000,True,none,clearing
kraken:105348207,matched,0.0000,0.0000,True,none,clearing
kraken:105348208,matched,0.0000,0.0000,True,none,clearing
kraken:105348209,matched,0.0000,0.0000,True,none,clearing
kraken:105348210,matched,0.0000,0.0000,True,none,clearing
kraken:105348211,matched,0.0000,0.0000,True,none,clearing
kraken:105348212,matched,0.0000,0.0000,True,none,clearing
kraken:105348213,matched,0.0000,0.0000,True,none,clearing
kraken:105348214,matched,0.0000,0.0000,True,none,clearing
kraken:105348215,broken,0.0000,1.2992,True,quantity_mismatch,clearing
kraken:105348216,matched,0.0000,0.0000,True,none,clearing
kraken:105348217,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348218,matched,0.0000,0.0000,True,none,clearing
kraken:105348219,matched,0.0000,0.0000,True,none,clearing
kraken:105348220,matched,0.0000,0.0000,True,none,clearing
kraken:105348221,matched,0.0000,0.0000,True,none,clearing
kraken:105348222,matched,0.0000,0.0000,True,none,clearing
kraken:105348223,matched,0.0000,0.0000,True,none,clearing
kraken:105348224,broken,0.0000,1.7556,True,quantity_mismatch,clearing
kraken:105348225,matched,0.0000,0.0000,True,none,clearing
kraken:105348226,matched,0.0000,0.0000,True,none,clearing
kraken:105348227,matched,0.0000,0.0000,True,none,clearing
kraken:105348228,matched,0.0000,0.0000,True,none,clearing
kraken:105348229,matched,0.0000,0.0000,True,none,clearing
kraken:105348230,matched,0.0000,0.0000,True,none,clearing
kraken:105348231,matched,0.0000,0.0000,True,none,clearing
kraken:105348232,matched,0.0000,0.0000,True,none,clearing
kraken:105348233,matched,0.0000,0.0000,True,none,clearing
kraken:105348234,matched,0.0000,0.0000,True,none,clearing
kraken:105348235,matched,0.0000,0.0000,True,none,clearing
kraken:105348236,matched,0.0000,0.0000,True,none,clearing
kraken:105348237,broken,1.6771,0.0000,True,price_mismatch,clearing
kraken:105348238,matched,0.0000,0.0000,True,none,clearing
kraken:105348239,matched,0.0000,0.0000,True,none,clearing
kraken:105348240,matched,0.0000,0.0000,True,none,clearing
kraken:105348241,matched,0.0000,0.0000,True,none,clearing
kraken:105348242,matched,0.0000,0.0000,True,none,clearing
kraken:105348243,matched,0.0000,0.0000,True,none,clearing
kraken:105348244,matched,0.0000,0.0000,True,none,clearing
kraken:105348245,matched,0.0000,0.0000,True,none,clearing
kraken:105348246,matched,0.0000,0.0000,True,none,clearing
kraken:105348247,matched,0.0000,0.0000,True,none,clearing
kraken:105348248,matched,0.0000,0.0000,True,none,clearing
kraken:105348249,matched,0.0000,0.0000,True,none,clearing
kraken:105348250,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348251,matched,0.0000,0.0000,True,none,clearing
kraken:105348252,matched,0.0000,0.0000,True,none,clearing
kraken:105348253,matched,0.0000,0.0000,True,none,clearing
kraken:105348254,matched,0.0000,0.0000,True,none,clearing
kraken:105348255,matched,0.0000,0.0000,True,none,clearing
kraken:105348256,matched,0.0000,0.0000,True,none,clearing
kraken:105348257,matched,0.0000,0.0000,True,none,clearing
kraken:105348258,matched,0.0000,0.0000,True,none,clearing
kraken:105348259,matched,0.0000,0.0000,True,none,clearing
kraken:105348260,matched,0.0000,0.0000,True,none,clearing
kraken:105348261,matched,0.0000,0.0000,True,none,clearing
kraken:105348262,matched,0.0000,0.0000,True,none,clearing
kraken:105348263,missing,,,,,clearing
kraken:105348264,matched,0.0000,0.0000,True,none,clearing
kraken:105348265,matched,0.0000,0.0000,True,none,clearing
kraken:105348266,matched,0.0000,0.0000,True,none,clearing
kraken:105348267,matched,0.0000,0.0000,True,none,clearing
kraken:105348268,matched,0.0000,0.0000,True,none,clearing
kraken:105348269,matched,0.0000,0.0000,True,none,clearing
kraken:105348270,matched,0.0000,0.0000,True,none,clearing
kraken:105348271,broken,0.0000,1.6643,True,quantity_mismatch,clearing
kraken:105348272,broken,0.0000,0.0000,False,side_mismatch,clearing
kraken:105348273,broken,1.9923,0.0000,True,price_mismatch,clearing
kraken:105348274,matched,0.0000,0.0000,True,none,clearing
kraken:105348275,matched,0.0000,0.0000,True,none,clearing
kraken:105348276,matched,0.0000,0.0000,True,none,clearing
kraken:105348277,matched,0.0000,0.0000,True,none,clearing
kraken:105348278,matched,0.0000,0.0000,True,none,clearing
kraken:105348279,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348280,matched,0.0000,0.0000,True,none,clearing
kraken:105348281,matched,0.0000,0.0000,True,none,clearing
kraken:105348282,matched,0.0000,0.0000,True,none,clearing
kraken:105348283,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105348284,matched,0.0000,0.0000,True,none,clearing
kraken:105348285,matched,0.0000,0.0000,True,none,clearing
kraken:105348286,matched,0.0000,0.0000,True,none,clearing
