trade_id_ref,confirm_ref,reported_venue,reported_symbol,reported_side,reported_price,reported_quantity,confirm_timestamp,received_at,is_synthetic,injected_break_type
kraken:105347828,CONFIRM-KRA-105347828,kraken,XBTUSD,buy,68931.31018258,0.001,2026-08-19T16:21:09.118653+00:00,2026-08-19T16:21:09.118653+00:00,1,price_mismatch
kraken:105347829,CONFIRM-KRA-105347829,kraken,XBTUSD,buy,68585.1,0.27008058,2026-08-19T16:14:10.392725+00:00,2026-08-19T16:14:10.392725+00:00,1,none
kraken:105347830,CONFIRM-KRA-105347830,kraken,XBTUSD,buy,68585.1,0.12991942,2026-08-19T16:17:35.989436+00:00,2026-08-19T16:17:35.989436+00:00,1,none
kraken:105347831,CONFIRM-KRA-105347831,kraken,XBTUSD,buy,68585.1,0.00072903,2026-08-19T16:12:20.471362+00:00,2026-08-19T16:12:20.471362+00:00,1,none
kraken:105347832,CONFIRM-KRA-105347832,kraken,XBTUSD,buy,68585.1,0.0001,2026-08-19T16:12:20.733765+00:00,2026-08-19T16:12:20.733765+00:00,1,none
kraken:105347834,CONFIRM-KRA-105347834,kraken,XBTUSD,buy,68585.5,0.06777687,2026-08-19T16:23:24.080923+00:00,2026-08-19T16:23:24.080923+00:00,1,none
kraken:105347835,CONFIRM-KRA-105347835,kraken,XBTUSD,buy,68585.7,5.1e-05,2026-08-19T16:21:51.148640+00:00,2026-08-19T16:21:51.148640+00:00,1,none
kraken:105347836,CONFIRM-KRA-105347836,kraken,XBTUSD,buy,68598.7,0.1,2026-08-19T16:16:50.167865+00:00,2026-08-19T16:16:50.167865+00:00,1,none
kraken:105347837,CONFIRM-KRA-105347837,kraken,XBTUSD,buy,68598.7,0.00072888,2026-08-19T16:19:38.860853+00:00,2026-08-19T16:19:38.860853+00:00,1,none
kraken:105347838,CONFIRM-KRA-105347838,kraken,XBTUSD,buy,68600.0,0.00029106,2026-08-19T16:15:13.620272+00:00,2026-08-19T16:15:13.620272+00:00,1,none
kraken:105347839,CONFIRM-KRA-105347839,kraken,XBTUSD,buy,68605.4,0.00072887,2026-08-19T16:19:11.004699+00:00,2026-08-19T16:19:11.004699+00:00,1,none
kraken:105347840,CONFIRM-KRA-105347840,kraken,XBTUSD,sell,67384.89835507,0.0696,2026-08-19T16:18:18.600919+00:00,2026-08-19T16:18:18.600919+00:00,1,price_mismatch
kraken:105347841,CONFIRM-KRA-105347841,kraken,XBTUSD,sell,68612.0,0.19736573,2026-08-19T16:13:08.681638+00:00,2026-08-19T16:13:08.681638+00:00,1,quantity_mismatch
kraken:105347842,CONFIRM-KRA-105347842,kraken,XBTUSD,buy,68612.1,0.001457,2026-08-19T16:17:15.126735+00:00,2026-08-19T16:17:15.126735+00:00,1,none
kraken:105347843,CONFIRM-KRA-105347843,kraken,XBTUSD,buy,68612.1,0.00072881,2026-08-20T23:20:23.681282+00:00,2026-08-20T23:20:23.681282+00:00,1,timing_breach
kraken:105347844,CONFIRM-KRA-105347844,kraken,XBTUSD,buy,68613.4,0.000122,2026-08-21T18:26:39.515016+00:00,2026-08-21T18:26:39.515016+00:00,1,timing_breach
kraken:105347845,CONFIRM-KRA-105347845,kraken,XBTUSD,sell,68627.6,0.00072857,2026-08-19T16:15:17.382304+00:00,2026-08-19T16:15:17.382304+00:00,1,none
kraken:105347846,CONFIRM-KRA-105347846,kraken,XBTUSD,sell,67841.58807394,0.001,2026-08-19T16:21:59.322702+00:00,2026-08-19T16:21:59.322702+00:00,1,price_mismatch
kraken:105347847,CONFIRM-KRA-105347847,kraken,XBTUSD,sell,68627.0,0.00291195,2026-08-19T16:19:34.200363+00:00,2026-08-19T16:19:34.200363+00:00,1,quantity_mismatch
kraken:105347848,CONFIRM-KRA-105347848,kraken,XBTUSD,sell,68609.9,0.00072876,2026-08-19T16:21:17.986571+00:00,2026-08-19T16:21:17.986571+00:00,1,none
kraken:105347849,CONFIRM-KRA-105347849,kraken,XBTUSD,sell,68606.4,5.1e-05,2026-08-19T16:24:20.496055+00:00,2026-08-19T16:24:20.496055+00:00,1,none
kraken:105347850,CONFIRM-KRA-105347850,kraken,XBTUSD,sell,68605.6,0.00232105,2026-08-19T16:20:13.694592+00:00,2026-08-19T16:20:13.694592+00:00,1,none
kraken:105347851,CONFIRM-KRA-105347851,kraken,XBTUSD,sell,68603.0,5.1e-05,2026-08-19T16:13:04.643600+00:00,2026-08-19T16:13:04.643600+00:00,1,none
kraken:105347852,CONFIRM-KRA-105347852,kraken,XBTUSD,sell,68600.7,0.000419,2026-08-19T16:18:56.316320+00:00,2026-08-19T16:18:56.316320+00:00,1,none
kraken:105347853,CONFIRM-KRA-105347853,kraken,XBTUSD,sell,68597.2,0.00027089,2026-08-19T16:17:28.151210+00:00,2026-08-19T16:17:28.151210+00:00,1,none
kraken:105347855,CONFIRM-KRA-105347855,kraken,XBTUSD,buy,68597.3,0.3513657,2026-08-19T16:20:38.246220+00:00,2026-08-19T16:20:38.246220+00:00,1,none
kraken:105347856,CONFIRM-KRA-105347856,kraken,XBTUSD,sell,68597.2,5e-05,2026-08-19T16:19:08.837170+00:00,2026-08-19T16:19:08.837170+00:00,1,none
kraken:105347857,CONFIRM-KRA-105347857,kraken,XBTUSD,buy,68597.3,0.015,2026-08-19T16:12:39.240306+00:00,2026-08-19T16:12:39.240306+00:00,1,none
kraken:105347858,CONFIRM-KRA-105347858,kraken,XBTUSD,buy,68834.55264236,0.001,2026-08-19T16:22:23.296184+00:00,2026-08-19T16:22:23.296184+00:00,1,price_mismatch
kraken:105347859,CONFIRM-KRA-105347859,kraken,XBTUSD,buy,68597.3,0.0007289,2026-08-21T14:56:40.965603+00:00,2026-08-21T14:56:40.965603+00:00,1,timing_breach
kraken:105347861,CONFIRM-KRA-105347861,kraken,XBTUSD,sell,68597.3,0.001,2026-08-19T16:15:34.008040+00:00,2026-08-19T16:15:34.008040+00:00,1,side_mismatch
kraken:105347862,CONFIRM-KRA-105347862,kraken,XBTUSD,buy,68597.3,0.0168863,2026-08-19T16:24:57.784054+00:00,2026-08-19T16:24:57.784054+00:00,1,none
kraken:105347863,CONFIRM-KRA-105347863,kraken,XBTUSD,buy,69518.56202251,0.00372748,2026-08-19T16:13:31.674966+00:00,2026-08-19T16:13:31.674966+00:00,1,price_mismatch
kraken:105347864,CONFIRM-KRA-105347864,kraken,XBTUSD,buy,68597.3,0.00853757,2026-08-19T16:12:04.736291+00:00,2026-08-19T16:12:04.736291+00:00,1,none
kraken:105347865,CONFIRM-KRA-105347865,kraken,XBTUSD,sell,68597.2,0.0006789,2026-08-19T16:23:27.880597+00:00,2026-08-19T16:23:27.880597+00:00,1,none
kraken:105347866,CONFIRM-KRA-105347866,kraken,XBTUSD,sell,68597.2,0.022,2026-08-19T16:20:46.237337+00:00,2026-08-19T16:20:46.237337+00:00,1,none
kraken:105347867,CONFIRM-KRA-105347867,kraken,XBTUSD,sell,68597.2,0.00543589,2026-08-21T23:02:36.628210+00:00,2026-08-21T23:02:36.628210+00:00,1,timing_breach
kraken:105347868,CONFIRM-KRA-105347868,kraken,XBTUSD,sell,68597.2,0.00787652,2026-08-19T16:26:01.100388+00:00,2026-08-19T16:26:01.100388+00:00,1,none
kraken:105347869,CONFIRM-KRA-105347869,kraken,XBTUSD,buy,68597.3,0.00011408,2026-08-19T16:19:10.072946+00:00,2026-08-19T16:19:10.072946+00:00,1,none
kraken:105347870,CONFIRM-KRA-105347870,kraken,XBTUSD,buy,68597.3,0.00061482,2026-08-19T16:17:15.945306+00:00,2026-08-19T16:17:15.945306+00:00,1,none
kraken:105347871,CONFIRM-KRA-105347871,kraken,XBTUSD,buy,68597.3,0.001,2026-08-19T16:13:50.781362+00:00,2026-08-19T16:13:50.781362+00:00,1,none
kraken:105347872,CONFIRM-KRA-105347872,kraken,XBTUSD,buy,68597.3,0.0001,2026-08-19T16:18:30.829021+00:00,2026-08-19T16:18:30.829021+00:00,1,none
kraken:105347873,CONFIRM-KRA-105347873,kraken,XBTUSD,buy,68597.3,0.0056659,2026-08-19T16:22:23.808695+00:00,2026-08-19T16:22:23.808695+00:00,1,quantity_mismatch
kraken:105347874,CONFIRM-KRA-105347874,kraken,XBTUSD,buy,68597.3,0.078,2026-08-19T16:19:35.886419+00:00,2026-08-19T16:19:35.886419+00:00,1,none
kraken:105347875,CONFIRM-KRA-105347875,kraken,XBTUSD,buy,68597.3,0.04725041,2026-08-19T16:24:45.539790+00:00,2026-08-19T16:24:45.539790+00:00,1,none
kraken:105347876,CONFIRM-KRA-105347876,kraken,XBTUSD,buy,68597.3,0.0333304,2026-08-19T16:17:25.126446+00:00,2026-08-19T16:17:25.126446+00:00,1,none
kraken:105347877,CONFIRM-KRA-105347877,kraken,XBTUSD,buy,68597.3,0.14573727,2026-08-22T04:54:59.823673+00:00,2026-08-22T04:54:59.823673+00:00,1,timing_breach
kraken:105347878,CONFIRM-KRA-105347878,kraken,XBTUSD,sell,68597.2,0.00015229,2026-08-19T16:23:46.964504+00:00,2026-08-19T16:23:46.964504+00:00,1,none
kraken:105347879,CONFIRM-KRA-105347879,kraken,XBTUSD,buy,68597.3,9.688e-05,2026-08-19T16:26:14.902725+00:00,2026-08-19T16:26:14.902725+00:00,1,none
kraken:105347880,CONFIRM-KRA-105347880,kraken,XBTUSD,buy,68597.3,0.00589889,2026-08-19T16:19:37.991521+00:00,2026-08-19T16:19:37.991521+00:00,1,none
kraken:105347881,CONFIRM-KRA-105347881,kraken,XBTUSD,buy,68597.3,0.00040818,2026-08-19T16:15:10.847398+00:00,2026-08-19T16:15:10.847398+00:00,1,none
kraken:105347882,CONFIRM-KRA-105347882,kraken,XBTUSD,sell,68597.2,0.000546,2026-08-19T16:20:07.026368+00:00,2026-08-19T16:20:07.026368+00:00,1,none
kraken:105347883,CONFIRM-KRA-105347883,kraken,XBTUSD,sell,68597.2,0.0274893,2026-08-19T16:24:36.981078+00:00,2026-08-19T16:24:36.981078+00:00,1,none
kraken:105347884,CONFIRM-KRA-105347884,kraken,XBTUSD,sell,67577.8913103,0.001,2026-08-19T16:22:35.463604+00:00,2026-08-19T16:22:35.463604+00:00,1,price_mismatch
kraken:105347885,CONFIRM-KRA-105347885,kraken,XBTUSD,sell,68597.2,0.0007289,2026-08-19T16:23:41.724248+00:00,2026-08-19T16:23:41.724248+00:00,1,none
kraken:105347886,CONFIRM-KRA-105347886,kraken,XBTUSD,sell,68597.2,0.01786093,2026-08-19T16:18:01.047814+00:00,2026-08-19T16:18:01.047814+00:00,1,none
kraken:105347887,CONFIRM-KRA-105347887,kraken,XBTUSD,sell,68596.5,0.00146668,2026-08-19T16:25:32.992025+00:00,2026-08-19T16:25:32.992025+00:00,1,quantity_mismatch
kraken:105347888,CONFIRM-KRA-105347888,kraken,XBTUSD,sell,68581.0,0.001458,2026-08-19T16:18:40.087347+00:00,2026-08-19T16:18:40.087347+00:00,1,none
kraken:105347889,CONFIRM-KRA-105347889,kraken,XBTUSD,buy,68576.8,0.01144062,2026-08-19T16:12:28.701925+00:00,2026-08-19T16:12:28.701925+00:00,1,none
kraken:105347890,CONFIRM-KRA-105347890,kraken,XBTUSD,buy,68576.8,0.0729,2026-08-19T16:14:06.795277+00:00,2026-08-19T16:14:06.795277+00:00,1,none
kraken:105347891,CONFIRM-KRA-105347891,kraken,XBTUSD,buy,68576.8,0.72910955,2026-08-19T16:18:40.348420+00:00,2026-08-19T16:18:40.348420+00:00,1,none
kraken:105347892,CONFIRM-KRA-105347892,kraken,XBTUSD,buy,68576.8,0.00630052,2026-08-21T22:15:51.938126+00:00,2026-08-21T22:15:51.938126+00:00,1,timing_breach
kraken:105347893,CONFIRM-KRA-105347893,kraken,XBTUSD,buy,68576.8,0.00072911,2026-08-21T16:45:05.725024+00:00,2026-08-21T16:45:05.725024+00:00,1,timing_breach
kraken:105347894,CONFIRM-KRA-105347894,kraken,XBTUSD,sell,68576.8,0.001,2026-08-19T16:18:23.062546+00:00,2026-08-19T16:18:23.062546+00:00,1,side_mismatch
kraken:105347895,CONFIRM-KRA-105347895,kraken,XBTUSD,buy,68576.8,0.000297,2026-08-19T16:18:45.183432+00:00,2026-08-19T16:18:45.183432+00:00,1,none
kraken:105347896,CONFIRM-KRA-105347896,kraken,XBTUSD,buy,68576.8,0.000163,2026-08-19T16:18:39.956623+00:00,2026-08-19T16:18:39.956623+00:00,1,none
kraken:105347897,CONFIRM-KRA-105347897,kraken,XBTUSD,buy,68576.8,0.001,2026-08-19T16:25:01.280968+00:00,2026-08-19T16:25:01.280968+00:00,1,none
kraken:105347898,CONFIRM-KRA-105347898,kraken,XBTUSD,buy,68576.8,0.0001,2026-08-19T16:18:05.453910+00:00,2026-08-19T16:18:05.453910+00:00,1,none
kraken:105347899,CONFIRM-KRA-105347899,kraken,XBTUSD,buy,68576.8,0.078,2026-08-19T16:18:14.754306+00:00,2026-08-19T16:18:14.754306+00:00,1,none
kraken:105347900,CONFIRM-KRA-105347900,kraken,XBTUSD,buy,68576.8,0.04989237,2026-08-19T16:19:40.259996+00:00,2026-08-19T16:19:40.259996+00:00,1,none
kraken:105347901,CONFIRM-KRA-105347901,kraken,XBTUSD,buy,68016.48059262,0.21581086,2026-08-19T16:12:30.618510+00:00,2026-08-19T16:12:30.618510+00:00,1,price_mismatch
kraken:105347902,CONFIRM-KRA-105347902,kraken,XBTUSD,sell,68576.7,0.000182,2026-08-19T16:15:46.591212+00:00,2026-08-19T16:15:46.591212+00:00,1,none
kraken:105347903,CONFIRM-KRA-105347903,kraken,XBTUSD,sell,68576.7,0.001818,2026-08-19T16:26:16.868588+00:00,2026-08-19T16:26:16.868588+00:00,1,none
kraken:105347904,CONFIRM-KRA-105347904,kraken,XBTUSD,sell,68576.7,0.00072911,2026-08-19T16:23:25.388724+00:00,2026-08-19T16:23:25.388724+00:00,1,none
kraken:105347905,CONFIRM-KRA-105347905,kraken,XBTUSD,sell,68576.7,0.001,2026-08-19T16:13:43.478904+00:00,2026-08-19T16:13:43.478904+00:00,1,none
kraken:105347906,CONFIRM-KRA-105347906,kraken,XBTUSD,sell,68575.5,5.1e-05,2026-08-19T16:27:06.089530+00:00,2026-08-19T16:27:06.089530+00:00,1,none
kraken:105347907,CONFIRM-KRA-105347907,kraken,XBTUSD,sell,68572.8,0.01076266,2026-08-19T16:14:42.735888+00:00,2026-08-19T16:14:42.735888+00:00,1,none
kraken:105347908,CONFIRM-KRA-105347908,kraken,XBTUSD,buy,68572.9,0.00030619,2026-08-19T16:27:17.738214+00:00,2026-08-19T16:27:17.738214+00:00,1,none
kraken:105347909,CONFIRM-KRA-105347909,kraken,XBTUSD,sell,68572.8,0.00072916,2026-08-19T16:22:26.292541+00:00,2026-08-19T16:22:26.292541+00:00,1,none
kraken:105347910,CONFIRM-KRA-105347910,kraken,XBTUSD,sell,68572.1,0.078,2026-08-19T16:26:31.335303+00:00,2026-08-19T16:26:31.335303+00:00,1,none
kraken:105347911,CONFIRM-KRA-105347911,kraken,XBTUSD,buy,68565.5,0.00437467,2026-08-19T16:21:30.610183+00:00,2026-08-19T16:21:30.610183+00:00,1,none
kraken:105347912,CONFIRM-KRA-105347912,kraken,XBTUSD,sell,68565.4,0.001458,2026-08-19T16:13:21.623949+00:00,2026-08-19T16:13:21.623949+00:00,1,none
kraken:105347913,CONFIRM-KRA-105347913,kraken,XBTUSD,sell,68565.4,0.000729,2026-08-19T16:18:20.052179+00:00,2026-08-19T16:18:20.052179+00:00,1,none
kraken:105347914,CONFIRM-KRA-105347914,kraken,XBTUSD,sell,68565.4,2.3e-07,2026-08-19T16:14:54.235269+00:00,2026-08-19T16:14:54.235269+00:00,1,none
kraken:105347915,CONFIRM-KRA-105347915,kraken,XBTUSD,sell,68565.4,0.0598,2026-08-21T00:23:13.879234+00:00,2026-08-21T00:23:13.879234+00:00,1,timing_breach
kraken:105347916,CONFIRM-KRA-105347916,kraken,XBTUSD,sell,68565.2,5.1e-05,2026-08-19T16:16:55.607891+00:00,2026-08-19T16:16:55.607891+00:00,1,none
kraken:105347917,CONFIRM-KRA-105347917,kraken,XBTUSD,buy,68552.1,0.06113804,2026-08-19T16:15:36.699229+00:00,2026-08-19T16:15:36.699229+00:00,1,none
kraken:105347918,CONFIRM-KRA-105347918,kraken,XBTUSD,buy,68550.1,0.01144325,2026-08-22T01:38:38.659236+00:00,2026-08-22T01:38:38.659236+00:00,1,timing_breach
kraken:105347919,CONFIRM-KRA-105347919,kraken,XBTUSD,buy,68550.1,0.38259565,2026-08-19T16:26:51.102245+00:00,2026-08-19T16:26:51.102245+00:00,1,none
kraken:105347920,CONFIRM-KRA-105347920,kraken,XBTUSD,buy,68553.9,0.25186577,2026-08-19T16:25:23.376193+00:00,2026-08-19T16:25:23.376193+00:00,1,none
kraken:105347921,CONFIRM-KRA-105347921,kraken,XBTUSD,buy,68553.9,0.1186805,2026-08-19T16:22:50.477128+00:00,2026-08-19T16:22:50.477128+00:00,1,none
kraken:105347922,CONFIRM-KRA-105347922,kraken,XBTUSD,buy,68550.1,0.01144325,2026-08-19T16:23:36.980544+00:00,2026-08-19T16:23:36.980544+00:00,1,none
kraken:105347923,CONFIRM-KRA-105347923,kraken,XBTUSD,buy,68550.1,0.38259565,2026-08-19T16:20:30.410121+00:00,2026-08-19T16:20:30.410121+00:00,1,none
kraken:105347924,CONFIRM-KRA-105347924,kraken,XBTUSD,buy,68550.1,0.2808436,2026-08-19T16:21:20.450789+00:00,2026-08-19T16:21:20.450789+00:00,1,none
kraken:105347925,CONFIRM-KRA-105347925,kraken,XBTUSD,buy,68550.1,0.16830797,2026-08-19T16:21:25.002518+00:00,2026-08-19T16:21:25.002518+00:00,1,none
kraken:105347926,CONFIRM-KRA-105347926,kraken,XBTUSD,buy,68550.1,0.01144325,2026-08-19T16:21:41.778963+00:00,2026-08-19T16:21:41.778963+00:00,1,none
kraken:105347927,CONFIRM-KRA-105347927,kraken,XBTUSD,buy,68550.1,0.04989237,2026-08-19T16:26:36.762946+00:00,2026-08-19T16:26:36.762946+00:00,1,none
kraken:105347928,CONFIRM-KRA-105347928,kraken,XBTUSD,buy,68550.1,0.30820992,2026-08-19T16:20:03.387212+00:00,2026-08-19T16:20:03.387212+00:00,1,none
kraken:105347929,CONFIRM-KRA-105347929,kraken,XBTUSD,sell,68555.3,0.10153157,2026-08-19T16:20:53.465245+00:00,2026-08-19T16:20:53.465245+00:00,1,side_mismatch
kraken:105347930,CONFIRM-KRA-105347930,kraken,XBTUSD,sell,68550.0,0.00145878,2026-08-19T16:17:45.410111+00:00,2026-08-19T16:17:45.410111+00:00,1,none
kraken:105347931,CONFIRM-KRA-105347931,kraken,XBTUSD,sell,68550.0,0.0007294,2026-08-19T16:20:27.433818+00:00,2026-08-19T16:20:27.433818+00:00,1,none
kraken:105347932,CONFIRM-KRA-105347932,kraken,XBTUSD,sell,68549.8,0.001458,2026-08-22T00:01:50.688327+00:00,2026-08-22T00:01:50.688327+00:00,1,timing_breach
kraken:105347933,CONFIRM-KRA-105347933,kraken,XBTUSD,sell,68548.1,5.1e-05,2026-08-19T16:26:02.702714+00:00,2026-08-19T16:26:02.702714+00:00,1,none
kraken:105347935,CONFIRM-KRA-105347935,kraken,XBTUSD,sell,68547.1,0.46438167,2026-08-19T16:18:48.933721+00:00,2026-08-19T16:18:48.933721+00:00,1,quantity_mismatch
kraken:105347936,CONFIRM-KRA-105347936,kraken,XBTUSD,sell,68547.1,0.0475,2026-08-19T16:27:34.093893+00:00,2026-08-19T16:27:34.093893+00:00,1,none
kraken:105347937,CONFIRM-KRA-105347937,kraken,XBTUSD,sell,68547.1,0.00072943,2026-08-19T16:14:09.457527+00:00,2026-08-19T16:14:09.457527+00:00,1,none
kraken:105347938,CONFIRM-KRA-105347938,kraken,XBTUSD,sell,68547.1,0.00072943,2026-08-19T16:27:23.279071+00:00,2026-08-19T16:27:23.279071+00:00,1,none
kraken:105347939,CONFIRM-KRA-105347939,kraken,XBTUSD,sell,68547.0,0.0844125,2026-08-19T16:18:00.618771+00:00,2026-08-19T16:18:00.618771+00:00,1,none
kraken:105347940,CONFIRM-KRA-105347940,kraken,XBTUSD,buy,68547.1,0.001,2026-08-19T16:23:53.835094+00:00,2026-08-19T16:23:53.835094+00:00,1,none
kraken:105347941,CONFIRM-KRA-105347941,kraken,XBTUSD,buy,68547.1,0.00072943,2026-08-19T16:14:19.700943+00:00,2026-08-19T16:14:19.700943+00:00,1,none
kraken:105347942,CONFIRM-KRA-105347942,kraken,XBTUSD,buy,68547.1,0.0001,2026-08-19T16:21:52.075721+00:00,2026-08-19T16:21:52.075721+00:00,1,none
kraken:105347943,CONFIRM-KRA-105347943,kraken,XBTUSD,buy,68547.1,0.001,2026-08-19T16:26:25.098627+00:00,2026-08-19T16:26:25.098627+00:00,1,none
kraken:105347944,CONFIRM-KRA-105347944,kraken,XBTUSD,buy,68547.1,0.03288908,2026-08-19T16:14:06.566113+00:00,2026-08-19T16:14:06.566113+00:00,1,none
kraken:105347945,CONFIRM-KRA-105347945,kraken,XBTUSD,sell,68549.3,0.0146,2026-08-19T16:15:56.894971+00:00,2026-08-19T16:15:56.894971+00:00,1,none
kraken:105347946,CONFIRM-KRA-105347946,kraken,XBTUSD,sell,68549.3,0.00047535,2026-08-19T16:23:23.740001+00:00,2026-08-19T16:23:23.740001+00:00,1,none
kraken:105347947,CONFIRM-KRA-105347947,kraken,XBTUSD,sell,68549.3,0.00022487,2026-08-19T16:26:03.153217+00:00,2026-08-19T16:26:03.153217+00:00,1,none
kraken:105347948,CONFIRM-KRA-105347948,kraken,XBTUSD,buy,68549.4,0.00070701,2026-08-19T16:23:16.054183+00:00,2026-08-19T16:23:16.054183+00:00,1,quantity_mismatch
kraken:105347949,CONFIRM-KRA-105347949,kraken,XBTUSD,sell,68549.4,1.448e-05,2026-08-19T16:16:00.101289+00:00,2026-08-19T16:16:00.101289+00:00,1,side_mismatch
kraken:105347950,CONFIRM-KRA-105347950,kraken,XBTUSD,buy,68549.4,0.0001,2026-08-19T16:20:21.807876+00:00,2026-08-19T16:20:21.807876+00:00,1,none
kraken:105347951,CONFIRM-KRA-105347951,kraken,XBTUSD,buy,68549.4,0.001,2026-08-19T16:20:16.581562+00:00,2026-08-19T16:20:16.581562+00:00,1,none
kraken:105347952,CONFIRM-KRA-105347952,kraken,XBTUSD,buy,68549.4,0.01504091,2026-08-19T16:23:06.198531+00:00,2026-08-19T16:23:06.198531+00:00,1,none
kraken:105347953,CONFIRM-KRA-105347953,kraken,XBTUSD,sell,68551.4,0.0058,2026-08-19T16:18:43.514167+00:00,2026-08-19T16:18:43.514167+00:00,1,none
kraken:105347954,CONFIRM-KRA-105347954,kraken,XBTUSD,sell,68551.4,0.00148942,2026-08-19T16:23:13.836069+00:00,2026-08-19T16:23:13.836069+00:00,1,none
kraken:105347955,CONFIRM-KRA-105347955,kraken,XBTUSD,sell,68551.4,0.000152,2026-08-19T16:14:44.939203+00:00,2026-08-19T16:14:44.939203+00:00,1,none
kraken:105347956,CONFIRM-KRA-105347956,kraken,XBTUSD,sell,68551.4,0.00072938,2026-08-19T16:14:06.770216+00:00,2026-08-19T16:14:06.770216+00:00,1,none
kraken:105347957,CONFIRM-KRA-105347957,kraken,XBTUSD,sell,68551.4,0.001,2026-08-19T16:20:49.521705+00:00,2026-08-19T16:20:49.521705+00:00,1,none
kraken:105347958,CONFIRM-KRA-105347958,kraken,XBTUSD,sell,68551.4,0.0434,2026-08-19T16:13:30.745772+00:00,2026-08-19T16:13:30.745772+00:00,1,none
kraken:105347959,CONFIRM-KRA-105347959,kraken,XBTUSD,sell,68540.7,0.000471,2026-08-19T16:17:36.445206+00:00,2026-08-19T16:17:36.445206+00:00,1,none
kraken:105347960,CONFIRM-KRA-105347960,kraken,XBTUSD,sell,68540.7,0.0007295,2026-08-19T16:13:48.945188+00:00,2026-08-19T16:13:48.945188+00:00,1,none
kraken:105347961,CONFIRM-KRA-105347961,kraken,XBTUSD,sell,68540.0,0.0007295,2026-08-19T16:15:24.771545+00:00,2026-08-19T16:15:24.771545+00:00,1,none
kraken:105347962,CONFIRM-KRA-105347962,kraken,XBTUSD,sell,68537.8,5.1e-05,2026-08-19T16:17:23.369192+00:00,2026-08-19T16:17:23.369192+00:00,1,none
kraken:105347963,CONFIRM-KRA-105347963,kraken,XBTUSD,sell,68534.4,0.00868766,2026-08-19T16:17:56.533185+00:00,2026-08-19T16:17:56.533185+00:00,1,none
kraken:105347964,CONFIRM-KRA-105347964,kraken,XBTUSD,sell,68534.3,5.1e-05,2026-08-19T16:23:20.466188+00:00,2026-08-19T16:23:20.466188+00:00,1,none
kraken:105347965,CONFIRM-KRA-105347965,kraken,XBTUSD,sell,68534.2,0.001459,2026-08-19T16:25:12.774641+00:00,2026-08-19T16:25:12.774641+00:00,1,none
