event_type,entity_type,entity_ref,event_at,details
BREAK_IDENTIFIED,trade_stage,coinbase:1073146056|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146067|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146066|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146080|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146081|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146089|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146097|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146101|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146102|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146121|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146125|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146132|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146134|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146161|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146158|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146172|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146182|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146201|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146215|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146216|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146219|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146220|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,kraken:105348323|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146259|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146272|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146290|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146320|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146348|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146364|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146366|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146365|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146371|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146376|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146380|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146386|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146392|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146395|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146400|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146426|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146427|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146429|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,kraken:105348338|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,kraken:105348340|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146449|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146450|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146464|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146468|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146470|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146472|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146473|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146478|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146481|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146479|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146484|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146498|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146501|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146512|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146517|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146520|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146526|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146542|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146541|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146536|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146535|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146543|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,kraken:105348351|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146546|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146547|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146552|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146551|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146555|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146559|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146562|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146593|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146594|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146595|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,kraken:105348365|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,kraken:105348367|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146609|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146626|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146637|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,kraken:105348385|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,kraken:105348387|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146659|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146655|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146654|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,kraken:105348390|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,kraken:105348391|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146669|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,kraken:105348396|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,kraken:105348398|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,kraken:105348399|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146690|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146694|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146700|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146728|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146730|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073146751|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146755|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146778|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146779|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146780|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146782|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146799|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146805|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146809|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146816|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146819|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146832|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146834|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,kraken:105348414|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146865|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,kraken:105348431|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146885|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146897|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146901|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146919|clearing,2026-08-19T00:00:00+00:00,category=QUANTITY
BREAK_IDENTIFIED,trade_stage,coinbase:1073146925|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146944|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146954|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073146956|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146961|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146975|clearing,2026-08-19T00:00:00+00:00,category=TIMING
BREAK_IDENTIFIED,trade_stage,coinbase:1073146992|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073147009|clearing,2026-08-19T00:00:00+00:00,category=REFERENCE_DATA
BREAK_IDENTIFIED,trade_stage,coinbase:1073147014|clearing,2026-08-19T00:00:00+00:00,category=MISSING_RECORD
BREAK_IDENTIFIED,trade_stage,coinbase:1073147024|clearing,2026-08-19T00:00:00+00:00,category=PRICING
BREAK_IDENTIFIED,trade_stage,coinbase:1073147025|clearing,2026-08-19T00:00:00+00:00,category=TIMING
