trade_id_ref,venue,notional,taker_fee_bps_applied,expected_fee_usd,actual_fee_usd,delta_usd,match_status,injected_discrepancy_type
kraken:105347927,kraken,3420.12695274,80.0,27.36101562,27.36101562,0.00000000,matched,none
kraken:105347928,kraken,21127.82083699,80.0,169.02256670,169.02256670,0.00000000,matched,none
kraken:105347929,kraken,6960.52724082,80.0,55.68421793,55.68421793,0.00000000,matched,none
kraken:105347930,kraken,99.99936900,80.0,0.79999495,0.79999495,0.00000000,matched,none
kraken:105347931,kraken,50.00037000,80.0,0.40000296,0.40000296,0.00000000,matched,none
kraken:105347932,kraken,99.94560840,80.0,0.79956487,0.79956487,0.00000000,matched,none
kraken:105347933,kraken,3.49595310,80.0,0.02796762,0.02796762,0.00000000,matched,none
kraken:105347934,kraken,0.14326344,80.0,0.00114611,0.00114611,0.00000000,matched,none
kraken:105347935,kraken,31673.20959226,80.0,253.38567674,253.38567674,0.00000000,matched,none
kraken:105347936,kraken,3255.98725000,80.0,26.04789800,26.04789800,0.00000000,matched,none
kraken:105347937,kraken,50.00031115,80.0,0.40000249,0.40232157,0.00231908,matched,rounding_error
kraken:105347938,kraken,50.00031115,80.0,0.40000249,0.40000249,0.00000000,matched,none
kraken:105347939,kraken,5786.22363750,80.0,46.28978910,46.28978910,0.00000000,matched,none
kraken:105347940,kraken,68.54710000,80.0,0.54837680,0.54837680,0.00000000,matched,none
kraken:105347941,kraken,50.00031115,80.0,0.40000249,0.40000249,0.00000000,matched,none
kraken:105347942,kraken,6.85471000,80.0,0.05483768,0.05483768,0.00000000,matched,none
kraken:105347943,kraken,68.54710000,80.0,0.54837680,0.54837680,0.00000000,matched,none
kraken:105347944,kraken,2254.45105567,80.0,18.03560845,18.03560845,0.00000000,matched,none
kraken:105347945,kraken,1000.81978000,80.0,8.00655824,8.00655824,0.00000000,matched,none
kraken:105347946,kraken,32.58490975,80.0,0.26067928,0.26067928,0.00000000,matched,none
kraken:105347947,kraken,15.41468109,80.0,0.12331745,0.12331745,0.00000000,matched,none
kraken:105347948,kraken,49.00802254,80.0,0.39206418,0.39206418,0.00000000,matched,none
kraken:105347949,kraken,0.99259531,80.0,0.00794076,0.00794076,0.00000000,matched,none
kraken:105347950,kraken,6.85494000,80.0,0.05483952,0.05483952,0.00000000,matched,none
kraken:105347951,kraken,68.54940000,80.0,0.54839520,0.54839520,0.00000000,matched,none
kraken:105347952,kraken,1031.04535595,80.0,8.24836285,8.24836285,0.00000000,matched,none
kraken:105347953,kraken,397.59812000,80.0,3.18078496,3.18078496,0.00000000,matched,none
kraken:105347954,kraken,102.10182619,80.0,0.81681461,0.81681461,0.00000000,matched,none
kraken:105347955,kraken,10.41981280,80.0,0.08335850,0.08335850,0.00000000,matched,none
kraken:105347956,kraken,50.00002013,80.0,0.40000016,0.40000016,0.00000000,matched,none
kraken:105347957,kraken,68.55140000,80.0,0.54841120,0.54841120,0.00000000,matched,none
kraken:105347958,kraken,2975.13076000,80.0,23.80104608,23.79625642,-0.00478966,matched,rounding_error
kraken:105347959,kraken,32.28266970,80.0,0.25826136,0.25826136,0.00000000,matched,none
kraken:105347960,kraken,50.00044065,80.0,0.40000353,0.40000353,0.00000000,matched,none
kraken:105347961,kraken,49.99993000,80.0,0.39999944,0.79999888,0.39999944,discrepant,double_billed
kraken:105347962,kraken,3.49542780,80.0,0.02796342,0.02796342,0.00000000,matched,none
kraken:105347963,kraken,595.40356550,80.0,4.76322852,,,missing,missing_line
kraken:105347964,kraken,3.49524930,80.0,0.02796199,0.02327612,-0.00468587,discrepant,rounding_error
kraken:105347965,kraken,99.99139780,80.0,0.79993118,0.79993118,0.00000000,matched,none
kraken:105347966,kraken,9.99937229,80.0,0.07999498,0.07999498,0.00000000,matched,none
kraken:105347967,kraken,0.55369331,80.0,0.00442955,0.00442955,0.00000000,matched,none
kraken:105347968,kraken,315.28494438,80.0,2.52227956,2.52227956,0.00000000,matched,none
kraken:105347969,kraken,30.44353846,80.0,0.24354831,0.24354831,0.00000000,matched,none
kraken:105347970,kraken,19.00305598,80.0,0.15202445,0.15202445,0.00000000,matched,none
kraken:105347971,kraken,178.29267278,80.0,1.42634138,1.42634138,0.00000000,matched,none
kraken:105347972,kraken,849.60332722,80.0,6.79682662,6.79682662,0.00000000,matched,none
kraken:105347973,kraken,1493.87552000,80.0,11.95100416,11.95100416,0.00000000,matched,none
kraken:105347974,kraken,27410.56000000,80.0,219.28448000,219.28448000,0.00000000,matched,none
kraken:105347975,kraken,64.79939031,80.0,0.51839512,0.51839512,0.00000000,matched,none
kraken:105347976,kraken,3.49472400,80.0,0.02795779,0.02795779,0.00000000,matched,none
kraken:105347977,kraken,8950.54577990,80.0,71.60436624,71.60436624,0.00000000,matched,none
kraken:105347978,kraken,280.95267988,80.0,2.24762144,2.24762144,0.00000000,matched,none
kraken:105347979,kraken,3.49455060,80.0,0.02795640,0.02795640,0.00000000,matched,none
kraken:105347980,kraken,99.96863740,80.0,0.79974910,0.79974910,0.00000000,matched,none
kraken:105347981,kraken,3.49437720,80.0,0.02795502,,,missing,missing_line
kraken:105347982,kraken,29360.84480070,80.0,234.88675841,234.88675841,0.00000000,matched,none
kraken:105347983,kraken,784.34357325,80.0,6.27474859,6.27474859,0.00000000,matched,none
kraken:105347984,kraken,3804.76574191,80.0,30.43812594,30.44040808,0.00228214,matched,rounding_error
kraken:105347985,kraken,25.07092236,80.0,0.20056738,0.20056738,0.00000000,matched,none
kraken:105347986,kraken,47.14801258,80.0,0.37718410,0.37718410,0.00000000,matched,none
kraken:105347987,kraken,24.92907354,80.0,0.19943259,0.19943259,0.00000000,matched,none
kraken:105347988,kraken,8542.34494470,80.0,68.33875956,68.33875956,0.00000000,matched,none
kraken:105347989,kraken,2.85205628,80.0,0.02281645,0.02281645,0.00000000,matched,none
kraken:105347990,kraken,21.83104494,80.0,0.17464836,0.17464836,0.00000000,matched,none
kraken:105347991,kraken,46.69505506,80.0,0.37356044,0.37356044,0.00000000,matched,none
kraken:105347992,kraken,6.85261000,80.0,0.05482088,0.05482088,0.00000000,matched,none
kraken:105347993,kraken,68.52610000,80.0,0.54820880,0.55128902,0.00308022,matched,rounding_error
kraken:105347994,kraken,50.00006887,80.0,0.40000055,0.40000055,0.00000000,matched,none
kraken:105347995,kraken,3.49489740,80.0,0.02795918,0.02795918,0.00000000,matched,none
kraken:105347996,kraken,3.49507080,80.0,0.02796057,0.02796057,0.00000000,matched,none
kraken:105347997,kraken,318.30808273,80.0,2.54646466,2.54646466,0.00000000,matched,none
kraken:105347998,kraken,5262.95497059,80.0,42.10363976,84.20727952,42.10363976,discrepant,double_billed
kraken:105347999,kraken,50.00040780,80.0,0.40000326,0.40000326,0.00000000,matched,none
kraken:105348000,kraken,2662.14358883,80.0,21.29714871,21.29714871,0.00000000,matched,none
kraken:105348001,kraken,5345.51160000,80.0,42.76409280,42.76409280,0.00000000,matched,none
kraken:105348002,kraken,392.18305304,80.0,3.13746442,3.13746442,0.00000000,matched,none
kraken:105348003,kraken,19236.92000780,80.0,153.89536006,153.89536006,0.00000000,matched,none
kraken:105348004,kraken,49999.99934609,80.0,399.99999477,399.99999477,0.00000000,matched,none
kraken:105348005,kraken,499.94788158,80.0,3.99958305,3.99958305,0.00000000,matched,none
kraken:105348006,kraken,3421.88813142,80.0,27.37510505,27.37510505,0.00000000,matched,none
kraken:105348007,kraken,99.99139780,80.0,0.79993118,1.59986236,0.79993118,discrepant,double_billed
kraken:105348008,kraken,14033.02561478,80.0,112.26420492,112.26420492,0.00000000,matched,none
kraken:105348009,kraken,1905.19238000,80.0,15.24153904,15.24153904,0.00000000,matched,none
kraken:105348010,kraken,50.00033484,80.0,0.40000268,0.40000268,0.00000000,matched,none
kraken:105348011,kraken,68.53210000,80.0,0.54825680,0.54825680,0.00000000,matched,none
kraken:105348012,kraken,3.49507590,80.0,0.02796061,0.02796061,0.00000000,matched,none
kraken:105348013,kraken,3.49490250,80.0,0.02795922,0.02795922,0.00000000,matched,none
kraken:105348014,kraken,24.99965532,80.0,0.19999724,0.19999724,0.00000000,matched,none
kraken:105348015,kraken,3.49472400,80.0,0.02795779,0.02795779,0.00000000,matched,none
kraken:105348016,kraken,7233.71475750,80.0,57.86971806,57.86971806,0.00000000,matched,none
kraken:105348017,kraken,50.00042670,80.0,0.40000341,0.40000341,0.00000000,matched,none
kraken:105348018,kraken,1130.53380000,80.0,9.04427040,9.04427040,0.00000000,matched,none
kraken:105348019,kraken,15.96450760,80.0,0.12771606,,,missing,missing_line
kraken:105348020,kraken,4761.98993618,80.0,38.09591949,38.09591949,0.00000000,matched,none
kraken:105348021,kraken,6.80718382,80.0,0.05445747,0.05259352,-0.00186395,matched,rounding_error
kraken:105348022,kraken,171.35055445,80.0,1.37080444,,,missing,missing_line
kraken:105348023,kraken,479.62040000,80.0,3.83696320,3.83696320,0.00000000,matched,none
kraken:105348024,kraken,5.35804504,80.0,0.04286436,0.04286436,0.00000000,matched,none
kraken:105348025,kraken,3.99934896,80.0,0.03199479,0.03199479,0.00000000,matched,none
kraken:105348026,kraken,1384.15090097,80.0,11.07320721,,,missing,missing_line
kraken:105348027,kraken,19.80218487,80.0,0.15841748,0.15841748,0.00000000,matched,none
kraken:105348028,kraken,30.19831480,80.0,0.24158652,0.24158652,0.00000000,matched,none
kraken:105348029,kraken,68.51730000,80.0,0.54813840,0.54381801,-0.00432039,matched,rounding_error
kraken:105348030,kraken,68.51730000,80.0,0.54813840,0.54813840,0.00000000,matched,none
kraken:105348031,kraken,6.85173000,80.0,0.05481384,0.05481384,0.00000000,matched,none
kraken:105348032,kraken,3395.80303463,80.0,27.16642428,27.16642428,0.00000000,matched,none
kraken:105348033,kraken,4997.82795146,80.0,39.98262361,39.98262361,0.00000000,matched,none
kraken:105348034,kraken,3421.14415803,80.0,27.36915326,27.36915326,0.00000000,matched,none
kraken:105348035,kraken,784.31479241,80.0,6.27451834,8.36263639,2.08811805,discrepant,rate_misapplied
kraken:105348036,kraken,37532.93623273,80.0,300.26348986,300.26348986,0.00000000,matched,none
kraken:105348037,kraken,1062.42975872,80.0,8.49943807,8.49943807,0.00000000,matched,none
kraken:105348038,kraken,474.10270988,80.0,3.79282168,3.79282168,0.00000000,matched,none
kraken:105348039,kraken,3.42586000,80.0,0.02740688,0.02740688,0.00000000,matched,none
kraken:105348040,kraken,50.00042670,80.0,0.40000341,0.40000341,0.00000000,matched,none
kraken:105348041,kraken,68.51720000,80.0,0.54813760,0.54813760,0.00000000,matched,none
kraken:105348042,kraken,3.49419870,80.0,0.02795359,0.02795359,0.00000000,matched,none
kraken:105348043,kraken,3.49402530,80.0,0.02795220,0.02795220,0.00000000,matched,none
kraken:105348044,kraken,216.90555606,80.0,1.73524445,1.73524445,0.00000000,matched,none
kraken:105348045,kraken,830.63737498,80.0,6.64509900,6.64468186,-0.00041714,matched,rounding_error
kraken:105348046,kraken,17.13445104,80.0,0.13707561,0.13707561,0.00000000,matched,none
kraken:105348047,kraken,192.92665661,80.0,1.54341325,1.54341325,0.00000000,matched,none
kraken:105348048,kraken,2499.99998942,80.0,19.99999992,19.99713146,-0.00286846,matched,rounding_error
kraken:105348049,kraken,50.00026013,80.0,0.40000208,0.40000208,0.00000000,matched,none
kraken:105348050,kraken,39.05846414,80.0,0.31246771,0.31246771,0.00000000,matched,none
kraken:105348051,kraken,50.00018715,80.0,0.40000150,0.40000150,0.00000000,matched,none
kraken:105348052,kraken,2904.83672000,80.0,23.23869376,23.23869376,0.00000000,matched,none
kraken:105348053,kraken,561.78446000,80.0,4.49427568,4.49427568,0.00000000,matched,none
kraken:105348054,kraken,1499.99944845,80.0,11.99999559,11.99999559,0.00000000,matched,none
kraken:105348055,kraken,3957.97910691,80.0,31.66383286,31.66383286,0.00000000,matched,none
kraken:105348056,kraken,18863.73219296,80.0,150.90985754,150.90985754,0.00000000,matched,none
kraken:105348057,kraken,3421.61950434,80.0,27.37295603,27.37295603,0.00000000,matched,none
kraken:105348058,kraken,37250.34838019,80.0,298.00278704,298.00278704,0.00000000,matched,none
kraken:105348059,kraken,29.45193586,80.0,0.23561549,0.23561549,0.00000000,matched,none
kraken:105348060,kraken,6.85104000,80.0,0.05480832,0.10961664,0.05480832,discrepant,double_billed
kraken:105348061,kraken,65.95290677,80.0,0.52762325,0.52762325,0.00000000,matched,none
kraken:105348062,kraken,2.55749323,80.0,0.02045995,0.02045995,0.00000000,matched,none
kraken:105348063,kraken,19.99955597,80.0,0.15999645,0.15999645,0.00000000,matched,none
kraken:105348064,kraken,2903.47417752,80.0,23.22779342,23.22779342,0.00000000,matched,none
kraken:105348065,kraken,2440.33702248,80.0,19.52269618,19.52269618,0.00000000,matched,none
kraken:105348066,kraken,46.32125165,80.0,0.37057001,0.37057001,0.00000000,matched,none
kraken:105348067,kraken,3.67900848,80.0,0.02943207,0.02943207,0.00000000,matched,none
kraken:105348068,kraken,6.85104000,80.0,0.05480832,0.05480832,0.00000000,matched,none
kraken:105348069,kraken,3.49419360,80.0,0.02795355,0.02795355,0.00000000,matched,none
kraken:105348070,kraken,53.53067334,80.0,0.42824539,0.42824539,0.00000000,matched,none
kraken:105348071,kraken,3.49437210,80.0,0.02795498,0.02795498,0.00000000,matched,none
kraken:105348072,kraken,124452.28857990,80.0,995.61830864,995.61830864,0.00000000,matched,none
kraken:105348073,kraken,30485.36940070,80.0,243.88295521,243.88295521,0.00000000,matched,none
kraken:105348074,kraken,44384.70391724,80.0,355.07763134,355.07763134,0.00000000,matched,none
kraken:105348075,kraken,63078.70573902,80.0,504.62964591,504.62964591,0.00000000,matched,none
kraken:105348076,kraken,45775.23442865,80.0,366.20187543,366.20187543,0.00000000,matched,none
kraken:105348077,kraken,36545.10998552,80.0,292.36087988,292.36087988,0.00000000,matched,none
kraken:105348078,kraken,546.34119122,80.0,4.37072953,4.37072953,0.00000000,matched,none
kraken:105348079,kraken,10.41461440,80.0,0.08331692,0.08331692,0.00000000,matched,none
kraken:105348080,kraken,22.99985370,80.0,0.18399883,0.18399883,0.00000000,matched,none
kraken:105348081,kraken,998.75064553,80.0,7.99000516,15.98001032,7.99000516,discrepant,double_billed
kraken:105348082,kraken,35981.05159086,80.0,287.84841273,287.84841273,0.00000000,matched,none
kraken:105348083,kraken,31355.56788796,80.0,250.84454310,250.84454310,0.00000000,matched,none
kraken:105348084,kraken,51788.11329131,80.0,414.30490633,414.30490633,0.00000000,matched,none
kraken:105348085,kraken,129329.89539161,80.0,1034.63916313,1034.63916313,0.00000000,matched,none
kraken:105348086,kraken,51911.81031369,80.0,415.29448251,415.29448251,0.00000000,matched,none
kraken:105348087,kraken,112371.28467042,80.0,898.97027736,898.97027736,0.00000000,matched,none
kraken:105348088,kraken,47607.06568451,80.0,380.85652548,761.71305096,380.85652548,discrepant,double_billed
kraken:105348089,kraken,54722.66128820,80.0,437.78129031,437.78512137,0.00383106,matched,rounding_error
kraken:105348090,kraken,52715.76284945,80.0,421.72610280,421.72610280,0.00000000,matched,none
kraken:105348091,kraken,43297.64954582,80.0,346.38119637,346.38119637,0.00000000,matched,none
kraken:105348092,kraken,44253.24251443,80.0,354.02594012,354.02594012,0.00000000,matched,none
kraken:105348093,kraken,30016.41370361,80.0,240.13130963,240.13130963,0.00000000,matched,none
kraken:105348094,kraken,179520.97456621,80.0,1436.16779653,1436.16779653,0.00000000,matched,none
kraken:105348095,kraken,150162.36873815,80.0,1201.29894991,1201.29894991,0.00000000,matched,none
kraken:105348096,kraken,4.48103142,80.0,0.03584825,0.03584825,0.00000000,matched,none
kraken:105348097,kraken,2164.46150700,80.0,17.31569206,17.31569206,0.00000000,matched,none
kraken:105348098,kraken,473491.88492850,80.0,3787.93507943,3787.93507943,0.00000000,matched,none
kraken:105348099,kraken,81111.70198286,80.0,648.89361586,648.89361586,0.00000000,matched,none
kraken:105348100,kraken,33201.47807863,80.0,265.61182463,265.61182463,0.00000000,matched,none
kraken:105348101,kraken,17850.15440292,80.0,142.80123522,142.80123522,0.00000000,matched,none
kraken:105348102,kraken,6031.30933118,80.0,48.25047465,48.25047465,0.00000000,matched,none
kraken:105348103,kraken,16670.59276925,80.0,133.36474215,133.36474215,0.00000000,matched,none
kraken:105348104,kraken,12760.03433353,80.0,102.08027467,102.08027467,0.00000000,matched,none
kraken:105348105,kraken,178.98885190,80.0,1.43191082,1.43191082,0.00000000,matched,none
kraken:105348106,kraken,226.18144375,80.0,1.80945155,1.80945155,0.00000000,matched,none
kraken:105348107,kraken,4020.14500534,80.0,32.16116004,32.16116004,0.00000000,matched,none
kraken:105348108,kraken,89367.98867075,80.0,714.94390937,714.94390937,0.00000000,matched,none
kraken:105348109,kraken,89933.36876412,80.0,719.46695011,719.46695011,0.00000000,matched,none
kraken:105348110,kraken,231.18079607,80.0,1.84944637,1.84944637,0.00000000,matched,none
kraken:105348111,kraken,20.49966107,80.0,0.16399729,0.16399729,0.00000000,matched,none
kraken:105348112,kraken,25.66521023,80.0,0.20532168,0.20532168,0.00000000,matched,none
kraken:105348113,kraken,2164.46150700,80.0,17.31569206,17.31569206,0.00000000,matched,none
kraken:105348114,kraken,7815.86433522,80.0,62.52691468,99.70703064,37.18011596,discrepant,rate_misapplied
kraken:105348115,kraken,7539.80329583,80.0,60.31842637,60.31842637,0.00000000,matched,none
